,Country,year,life_expectancy
7606,Pakistan,1840,25.8
7607,Palestine,1840,32.1
7608,Panama,1840,32.9
7609,Papua New Guinea,1840,31.5
7610,Paraguay,1840,35.5
7611,Peru,1840,35.7
7612,Philippines,1840,30.9
7613,Poland,1840,35.9
7614,Portugal,1840,35.6
7615,Qatar,1840,30.8
7616,Romania,1840,35.7
7617,Russia,1840,29.6
7618,Rwanda,1840,31.8
7619,Samoa,1840,25.4
7620,Sao Tome and Principe,1840,31.0
7621,Saudi Arabia,1840,32.1
7622,Senegal,1840,25.2
7623,Serbia,1840,35.5
7624,Seychelles,1840,37.0
7625,Sierra Leone,1840,25.1
7626,Singapore,1840,34.0
7627,Slovak Republic,1840,36.4
7628,Slovenia,1840,36.6
7629,Solomon Islands,1840,25.1
7630,Somalia,1840,29.4
7631,South Africa,1840,33.5
7632,South Korea,1840,25.8
7633,South Sudan,1840,26.7
7634,Spain,1840,29.5
7635,Sri Lanka,1840,32.6
7636,St. Lucia,1840,28.0
7637,St. Vincent and the Grenadines,1840,26.0
7638,Sudan,1840,31.4
7639,Suriname,1840,32.9
7640,Swaziland,1840,32.3
7641,Sweden,1840,44.0
7642,Switzerland,1840,38.0
7643,Syria,1840,31.1
7644,Tajikistan,1840,24.2
7645,Tanzania,1840,32.2
7646,Thailand,1840,30.4
7647,Timor-Leste,1840,28.9
7648,Togo,1840,31.3
7649,Tonga,1840,28.2
7650,Trinidad and Tobago,1840,34.9
7651,Tunisia,1840,28.8
7652,Turkey,1840,35.0
7653,Turkmenistan,1840,24.0
7654,Uganda,1840,25.3
7655,Ukraine,1840,36.6
7656,United Arab Emirates,1840,30.7
7657,United Kingdom,1840,39.9
7658,United States,1840,39.4
7659,Uruguay,1840,32.9
7660,Uzbekistan,1840,26.9
7661,Vanuatu,1840,24.3
7662,Venezuela,1840,32.2
7663,Vietnam,1840,32.0
7664,Yemen,1840,23.4
7665,Zambia,1840,32.6
7666,Zimbabwe,1840,33.7
7667,Afghanistan,1841,27.8
7668,Albania,1841,35.4
7669,Algeria,1841,28.8
7670,Andorra,1841,
7671,Angola,1841,27.0
7672,Antigua and Barbuda,1841,33.5
7673,Argentina,1841,33.2
7674,Armenia,1841,34.0
7675,Australia,1841,34.0
7676,Austria,1841,34.4
7677,Azerbaijan,1841,29.2
7678,Bahamas,1841,35.2
7679,Bahrain,1841,30.3
7680,Bangladesh,1841,25.5
7681,Barbados,1841,32.1
7682,Belarus,1841,36.2
7683,Belgium,1841,40.3
7684,Belize,1841,26.5
7685,Benin,1841,31.0
7686,Bhutan,1841,28.8
7687,Bolivia,1841,33.0
7688,Bosnia and Herzegovina,1841,35.1
7689,Botswana,1841,33.6
7690,Brazil,1841,32.0
7691,Brunei,1841,29.2
7692,Bulgaria,1841,37.6
7693,Burkina Faso,1841,29.2
7694,Burundi,1841,31.5
7695,Cambodia,1841,35.0
7696,Cameroon,1841,28.8
7697,Canada,1841,40.3
7698,Cape Verde,1841,33.8
7699,Central African Republic,1841,30.0
7700,Chad,1841,30.9
7701,Chile,1841,32.0
7702,China,1841,32.0
7703,Colombia,1841,32.0
7704,Comoros,1841,32.1
7705,"Congo, Dem. Rep.",1841,31.6
7706,"Congo, Rep.",1841,32.7
7707,Costa Rica,1841,30.2
7708,Cote d'Ivoire,1841,31.2
7709,Croatia,1841,36.1
7710,Cuba,1841,36.4
7711,Cyprus,1841,38.5
7712,Czech Republic,1841,35.0
7713,Denmark,1841,42.6
7714,Djibouti,1841,29.9
7715,Dominica,1841,
7716,Dominican Republic,1841,29.9
7717,Ecuador,1841,32.9
7718,Egypt,1841,33.0
7719,El Salvador,1841,28.7
7720,Equatorial Guinea,1841,29.8
7721,Eritrea,1841,30.2
7722,Estonia,1841,36.5
7723,Ethiopia,1841,29.7
7724,Fiji,1841,26.1
7725,Finland,1841,41.0
7726,France,1841,40.7
7727,Gabon,1841,30.6
7728,Gambia,1841,28.8
7729,Georgia,1841,31.9
7730,Germany,1841,38.4
7731,Ghana,1841,28.0
7732,Greece,1841,36.6
7733,Grenada,1841,34.4
7734,Guatemala,1841,25.8
7735,Guinea,1841,29.9
7736,Guinea-Bissau,1841,32.0
7737,Guyana,1841,31.1
7738,Haiti,1841,29.0
7739,Honduras,1841,33.9
7740,Hungary,1841,36.0
7741,Iceland,1841,40.2
7742,India,1841,25.4
7743,Indonesia,1841,30.0
7744,Iran,1841,25.6
7745,Iraq,1841,31.2
7746,Ireland,1841,38.3
7747,Israel,1841,32.0
7748,Italy,1841,29.7
7749,Jamaica,1841,34.2
7750,Japan,1841,36.4
7751,Jordan,1841,31.7
7752,Kazakhstan,1841,26.2
7753,Kenya,1841,25.5
7754,Kiribati,1841,24.9
7755,Kuwait,1841,26.0
7756,Kyrgyz Republic,1841,23.9
7757,Lao,1841,31.9
7758,Latvia,1841,33.0
7759,Lebanon,1841,29.7
7760,Lesotho,1841,32.8
7761,Liberia,1841,31.1
7762,Libya,1841,33.1
7763,Lithuania,1841,28.9
7764,Luxembourg,1841,36.9
7765,"Macedonia, FYR",1841,36.1
7766,Madagascar,1841,30.5
7767,Malawi,1841,30.3
7768,Malaysia,1841,30.6
7769,Maldives,1841,32.6
7770,Mali,1841,26.4
7771,Malta,1841,28.7
7772,Marshall Islands,1841,
7773,Mauritania,1841,32.0
7774,Mauritius,1841,23.0
7775,Mexico,1841,26.9
7776,"Micronesia, Fed. Sts.",1841,26.7
7777,Moldova,1841,33.1
7778,Mongolia,1841,31.8
7779,Montenegro,1841,35.4
7780,Morocco,1841,33.1
7781,Mozambique,1841,30.3
7782,Myanmar,1841,30.8
7783,Namibia,1841,32.4
7784,Nepal,1841,32.8
7785,Netherlands,1841,39.9
7786,New Zealand,1841,34.0
7787,Nicaragua,1841,25.4
7788,Niger,1841,30.8
7789,Nigeria,1841,30.4
7790,North Korea,1841,26.0
7791,Norway,1841,49.5
7792,Oman,1841,32.3
7793,Pakistan,1841,25.8
7794,Palestine,1841,32.1
7795,Panama,1841,32.9
7796,Papua New Guinea,1841,31.5
7797,Paraguay,1841,35.5
7798,Peru,1841,35.7
7799,Philippines,1841,30.9
7800,Poland,1841,35.9
7801,Portugal,1841,35.6
7802,Qatar,1841,30.8
7803,Romania,1841,35.7
7804,Russia,1841,29.6
7805,Rwanda,1841,31.8
7806,Samoa,1841,25.4
7807,Sao Tome and Principe,1841,31.0
7808,Saudi Arabia,1841,32.1
7809,Senegal,1841,25.2
7810,Serbia,1841,35.5
7811,Seychelles,1841,37.0
7812,Sierra Leone,1841,25.1
7813,Singapore,1841,34.0
7814,Slovak Republic,1841,36.4
7815,Slovenia,1841,36.6
7816,Solomon Islands,1841,25.1
7817,Somalia,1841,29.4
7818,South Africa,1841,33.5
7819,South Korea,1841,25.8
7820,South Sudan,1841,26.7
7821,Spain,1841,29.5
7822,Sri Lanka,1841,32.6
7823,St. Lucia,1841,28.0
7824,St. Vincent and the Grenadines,1841,26.0
7825,Sudan,1841,31.4
7826,Suriname,1841,32.9
7827,Swaziland,1841,32.3
7828,Sweden,1841,45.2
7829,Switzerland,1841,38.0
7830,Syria,1841,31.1
7831,Tajikistan,1841,24.2
7832,Tanzania,1841,32.2
7833,Thailand,1841,30.4
7834,Timor-Leste,1841,28.9
7835,Togo,1841,31.3
7836,Tonga,1841,28.2
7837,Trinidad and Tobago,1841,35.9
7838,Tunisia,1841,28.8
7839,Turkey,1841,35.0
7840,Turkmenistan,1841,24.0
7841,Uganda,1841,25.3
7842,Ukraine,1841,36.6
7843,United Arab Emirates,1841,30.7
7844,United Kingdom,1841,41.7
7845,United States,1841,39.4
7846,Uruguay,1841,32.9
7847,Uzbekistan,1841,26.9
7848,Vanuatu,1841,24.3
7849,Venezuela,1841,32.2
7850,Vietnam,1841,32.0
7851,Yemen,1841,23.4
7852,Zambia,1841,32.6
7853,Zimbabwe,1841,33.7
7854,Afghanistan,1842,27.8
7855,Albania,1842,35.4
7856,Algeria,1842,28.8
7857,Andorra,1842,
7858,Angola,1842,27.0
7859,Antigua and Barbuda,1842,33.5
7860,Argentina,1842,33.2
7861,Armenia,1842,34.0
7862,Australia,1842,34.0
7863,Austria,1842,34.4
7864,Azerbaijan,1842,29.2
7865,Bahamas,1842,35.2
7866,Bahrain,1842,30.3
7867,Bangladesh,1842,25.5
7868,Barbados,1842,32.1
7869,Belarus,1842,36.2
7870,Belgium,1842,38.7
7871,Belize,1842,26.5
7872,Benin,1842,31.0
7873,Bhutan,1842,28.8
7874,Bolivia,1842,33.0
7875,Bosnia and Herzegovina,1842,35.1
7876,Botswana,1842,33.6
7877,Brazil,1842,32.0
7878,Brunei,1842,29.2
7879,Bulgaria,1842,37.6
7880,Burkina Faso,1842,29.2
7881,Burundi,1842,31.5
7882,Cambodia,1842,35.0
7883,Cameroon,1842,28.8
7884,Canada,1842,40.4
7885,Cape Verde,1842,33.8
7886,Central African Republic,1842,30.0
7887,Chad,1842,30.9
7888,Chile,1842,32.0
7889,China,1842,32.0
7890,Colombia,1842,32.0
7891,Comoros,1842,32.1
7892,"Congo, Dem. Rep.",1842,31.6
7893,"Congo, Rep.",1842,32.7
7894,Costa Rica,1842,30.2
7895,Cote d'Ivoire,1842,31.2
7896,Croatia,1842,36.1
7897,Cuba,1842,36.2
7898,Cyprus,1842,38.5
7899,Czech Republic,1842,35.0
7900,Denmark,1842,42.5
7901,Djibouti,1842,29.9
7902,Dominica,1842,
7903,Dominican Republic,1842,29.9
7904,Ecuador,1842,32.9
7905,Egypt,1842,33.0
7906,El Salvador,1842,28.7
7907,Equatorial Guinea,1842,29.8
7908,Eritrea,1842,30.2
7909,Estonia,1842,36.2
7910,Ethiopia,1842,29.7
7911,Fiji,1842,26.1
7912,Finland,1842,41.8
7913,France,1842,40.0
7914,Gabon,1842,30.6
7915,Gambia,1842,28.8
7916,Georgia,1842,31.9
7917,Germany,1842,38.4
7918,Ghana,1842,28.0
7919,Greece,1842,36.6
7920,Grenada,1842,35.3
7921,Guatemala,1842,25.8
7922,Guinea,1842,29.9
7923,Guinea-Bissau,1842,32.0
7924,Guyana,1842,31.1
7925,Haiti,1842,29.0
7926,Honduras,1842,33.9
7927,Hungary,1842,36.0
7928,Iceland,1842,40.1
7929,India,1842,25.4
7930,Indonesia,1842,30.0
7931,Iran,1842,25.6
7932,Iraq,1842,31.2
7933,Ireland,1842,38.3
7934,Israel,1842,32.0
7935,Italy,1842,29.7
7936,Jamaica,1842,34.2
7937,Japan,1842,36.4
7938,Jordan,1842,31.7
7939,Kazakhstan,1842,26.2
7940,Kenya,1842,25.5
7941,Kiribati,1842,24.9
7942,Kuwait,1842,26.0
7943,Kyrgyz Republic,1842,23.9
7944,Lao,1842,31.9
7945,Latvia,1842,33.0
7946,Lebanon,1842,29.7
7947,Lesotho,1842,32.8
7948,Liberia,1842,31.1
7949,Libya,1842,33.1
7950,Lithuania,1842,28.9
7951,Luxembourg,1842,36.9
7952,"Macedonia, FYR",1842,36.1
7953,Madagascar,1842,30.5
7954,Malawi,1842,30.3
7955,Malaysia,1842,30.6
7956,Maldives,1842,32.6
7957,Mali,1842,26.4
7958,Malta,1842,28.7
7959,Marshall Islands,1842,
7960,Mauritania,1842,32.0
7961,Mauritius,1842,22.4
7962,Mexico,1842,26.9
7963,"Micronesia, Fed. Sts.",1842,26.7
7964,Moldova,1842,33.1
7965,Mongolia,1842,31.8
7966,Montenegro,1842,35.4
7967,Morocco,1842,33.1
7968,Mozambique,1842,30.3
7969,Myanmar,1842,30.8
7970,Namibia,1842,32.4
7971,Nepal,1842,32.8
7972,Netherlands,1842,39.9
7973,New Zealand,1842,34.0
7974,Nicaragua,1842,25.4
7975,Niger,1842,30.8
7976,Nigeria,1842,30.4
7977,North Korea,1842,26.0
7978,Norway,1842,48.4
7979,Oman,1842,32.3
7980,Pakistan,1842,25.8
7981,Palestine,1842,32.1
7982,Panama,1842,32.9
7983,Papua New Guinea,1842,31.5
7984,Paraguay,1842,35.5
7985,Peru,1842,35.7
7986,Philippines,1842,30.9
7987,Poland,1842,35.9
7988,Portugal,1842,35.6
7989,Qatar,1842,30.8
7990,Romania,1842,35.7
7991,Russia,1842,29.6
7992,Rwanda,1842,31.8
7993,Samoa,1842,25.4
7994,Sao Tome and Principe,1842,31.0
7995,Saudi Arabia,1842,32.1
7996,Senegal,1842,25.2
7997,Serbia,1842,35.5
7998,Seychelles,1842,37.0
7999,Sierra Leone,1842,25.1
8000,Singapore,1842,34.0
8001,Slovak Republic,1842,36.4
8002,Slovenia,1842,36.6
8003,Solomon Islands,1842,25.1
8004,Somalia,1842,29.4
8005,South Africa,1842,33.5
8006,South Korea,1842,25.8
8007,South Sudan,1842,26.7
8008,Spain,1842,29.5
8009,Sri Lanka,1842,32.6
8010,St. Lucia,1842,28.0
8011,St. Vincent and the Grenadines,1842,26.0
8012,Sudan,1842,31.4
8013,Suriname,1842,32.9
8014,Swaziland,1842,32.3
8015,Sweden,1842,42.8
8016,Switzerland,1842,38.0
8017,Syria,1842,31.1
8018,Tajikistan,1842,24.2
8019,Tanzania,1842,32.2
8020,Thailand,1842,30.4
8021,Timor-Leste,1842,28.9
8022,Togo,1842,31.3
8023,Tonga,1842,28.2
8024,Trinidad and Tobago,1842,36.8
8025,Tunisia,1842,28.8
8026,Turkey,1842,35.0
8027,Turkmenistan,1842,24.0
8028,Uganda,1842,25.3
8029,Ukraine,1842,36.6
8030,United Arab Emirates,1842,30.7
8031,United Kingdom,1842,41.4
8032,United States,1842,39.4
8033,Uruguay,1842,32.9
8034,Uzbekistan,1842,26.9
8035,Vanuatu,1842,24.3
8036,Venezuela,1842,32.2
8037,Vietnam,1842,32.0
8038,Yemen,1842,23.4
8039,Zambia,1842,32.6
8040,Zimbabwe,1842,33.7
8041,Afghanistan,1843,27.8
8042,Albania,1843,35.4
8043,Algeria,1843,28.8
8044,Andorra,1843,
8045,Angola,1843,27.0
8046,Antigua and Barbuda,1843,33.5
8047,Argentina,1843,33.2
8048,Armenia,1843,34.0
8049,Australia,1843,34.0
8050,Austria,1843,34.4
8051,Azerbaijan,1843,29.2
8052,Bahamas,1843,35.2
8053,Bahrain,1843,30.3
8054,Bangladesh,1843,25.5
8055,Barbados,1843,32.1
8056,Belarus,1843,36.2
8057,Belgium,1843,40.4
8058,Belize,1843,26.5
8059,Benin,1843,31.0
8060,Bhutan,1843,28.8
8061,Bolivia,1843,33.0
8062,Bosnia and Herzegovina,1843,35.1
8063,Botswana,1843,33.6
8064,Brazil,1843,32.0
8065,Brunei,1843,29.2
8066,Bulgaria,1843,37.7
8067,Burkina Faso,1843,29.2
8068,Burundi,1843,31.5
8069,Cambodia,1843,35.0
8070,Cameroon,1843,28.8
8071,Canada,1843,40.5
8072,Cape Verde,1843,33.8
8073,Central African Republic,1843,30.0
8074,Chad,1843,30.9
8075,Chile,1843,32.0
8076,China,1843,32.0
8077,Colombia,1843,32.0
8078,Comoros,1843,32.1
8079,"Congo, Dem. Rep.",1843,31.6
8080,"Congo, Rep.",1843,32.7
8081,Costa Rica,1843,30.2
8082,Cote d'Ivoire,1843,31.2
8083,Croatia,1843,36.1
8084,Cuba,1843,36.1
8085,Cyprus,1843,38.5
8086,Czech Republic,1843,35.0
8087,Denmark,1843,43.9
8088,Djibouti,1843,29.9
8089,Dominica,1843,
8090,Dominican Republic,1843,29.9
8091,Ecuador,1843,32.9
8092,Egypt,1843,33.0
8093,El Salvador,1843,28.7
8094,Equatorial Guinea,1843,29.8
8095,Eritrea,1843,30.2
8096,Estonia,1843,35.9
8097,Ethiopia,1843,29.7
8098,Fiji,1843,26.1
8099,Finland,1843,41.5
8100,France,1843,40.8
8101,Gabon,1843,30.6
8102,Gambia,1843,28.8
8103,Georgia,1843,31.9
8104,Germany,1843,38.4
8105,Ghana,1843,28.0
8106,Greece,1843,36.6
8107,Grenada,1843,36.3
8108,Guatemala,1843,25.8
8109,Guinea,1843,29.9
8110,Guinea-Bissau,1843,32.0
8111,Guyana,1843,31.1
8112,Haiti,1843,29.0
8113,Honduras,1843,33.9
8114,Hungary,1843,36.0
8115,Iceland,1843,25.4
8116,India,1843,25.4
8117,Indonesia,1843,30.0
8118,Iran,1843,25.6
8119,Iraq,1843,31.2
8120,Ireland,1843,38.3
8121,Israel,1843,32.0
8122,Italy,1843,29.7
8123,Jamaica,1843,34.2
8124,Japan,1843,36.4
8125,Jordan,1843,31.7
8126,Kazakhstan,1843,26.2
8127,Kenya,1843,25.5
8128,Kiribati,1843,24.9
8129,Kuwait,1843,26.0
8130,Kyrgyz Republic,1843,23.9
8131,Lao,1843,31.9
8132,Latvia,1843,33.0
8133,Lebanon,1843,29.7
8134,Lesotho,1843,32.8
8135,Liberia,1843,31.1
8136,Libya,1843,33.1
8137,Lithuania,1843,28.9
8138,Luxembourg,1843,36.9
8139,"Macedonia, FYR",1843,36.1
8140,Madagascar,1843,30.5
8141,Malawi,1843,30.3
8142,Malaysia,1843,30.6
8143,Maldives,1843,32.6
8144,Mali,1843,26.4
8145,Malta,1843,28.7
8146,Marshall Islands,1843,
8147,Mauritania,1843,32.0
8148,Mauritius,1843,28.3
8149,Mexico,1843,26.9
8150,"Micronesia, Fed. Sts.",1843,26.7
8151,Moldova,1843,33.1
8152,Mongolia,1843,31.8
8153,Montenegro,1843,35.4
8154,Morocco,1843,33.1
8155,Mozambique,1843,30.3
8156,Myanmar,1843,30.8
8157,Namibia,1843,32.4
8158,Nepal,1843,32.8
8159,Netherlands,1843,39.9
8160,New Zealand,1843,34.0
8161,Nicaragua,1843,25.4
8162,Niger,1843,30.8
8163,Nigeria,1843,30.4
8164,North Korea,1843,26.0
8165,Norway,1843,48.4
8166,Oman,1843,32.3
8167,Pakistan,1843,25.8
8168,Palestine,1843,32.1
8169,Panama,1843,32.9
8170,Papua New Guinea,1843,31.5
8171,Paraguay,1843,35.5
8172,Peru,1843,35.7
8173,Philippines,1843,30.9
8174,Poland,1843,35.9
8175,Portugal,1843,35.6
8176,Qatar,1843,30.8
8177,Romania,1843,35.7
8178,Russia,1843,29.6
8179,Rwanda,1843,31.8
8180,Samoa,1843,25.4
8181,Sao Tome and Principe,1843,31.0
8182,Saudi Arabia,1843,32.1
8183,Senegal,1843,25.2
8184,Serbia,1843,35.5
8185,Seychelles,1843,37.0
8186,Sierra Leone,1843,25.1
8187,Singapore,1843,34.0
8188,Slovak Republic,1843,36.4
8189,Slovenia,1843,36.6
8190,Solomon Islands,1843,25.1
8191,Somalia,1843,29.4
8192,South Africa,1843,33.5
8193,South Korea,1843,25.8
8194,South Sudan,1843,26.7
8195,Spain,1843,29.5
8196,Sri Lanka,1843,32.6
8197,St. Lucia,1843,28.0
8198,St. Vincent and the Grenadines,1843,26.0
8199,Sudan,1843,31.4
8200,Suriname,1843,32.9
8201,Swaziland,1843,32.3
8202,Sweden,1843,42.8
8203,Switzerland,1843,38.0
8204,Syria,1843,31.1
8205,Tajikistan,1843,24.2
8206,Tanzania,1843,32.2
8207,Thailand,1843,30.4
8208,Timor-Leste,1843,28.9
8209,Togo,1843,31.3
8210,Tonga,1843,28.2
8211,Trinidad and Tobago,1843,37.8
8212,Tunisia,1843,28.8
8213,Turkey,1843,35.0
8214,Turkmenistan,1843,24.0
8215,Uganda,1843,25.3
8216,Ukraine,1843,36.6
8217,United Arab Emirates,1843,30.7
8218,United Kingdom,1843,41.9
8219,United States,1843,39.4
8220,Uruguay,1843,32.9
8221,Uzbekistan,1843,26.9
8222,Vanuatu,1843,24.3
8223,Venezuela,1843,32.2
8224,Vietnam,1843,32.0
8225,Yemen,1843,23.4
8226,Zambia,1843,32.6
8227,Zimbabwe,1843,33.7
8228,Afghanistan,1844,27.8
8229,Albania,1844,35.4
8230,Algeria,1844,28.8
8231,Andorra,1844,
8232,Angola,1844,27.0
8233,Antigua and Barbuda,1844,33.5
8234,Argentina,1844,33.2
8235,Armenia,1844,34.0
8236,Australia,1844,34.0
8237,Austria,1844,34.4
8238,Azerbaijan,1844,29.2
8239,Bahamas,1844,35.2
8240,Bahrain,1844,30.3
8241,Bangladesh,1844,25.5
8242,Barbados,1844,32.1
8243,Belarus,1844,36.2
8244,Belgium,1844,41.9
8245,Belize,1844,26.5
8246,Benin,1844,31.0
8247,Bhutan,1844,28.8
8248,Bolivia,1844,33.0
8249,Bosnia and Herzegovina,1844,35.1
8250,Botswana,1844,33.6
8251,Brazil,1844,32.0
8252,Brunei,1844,29.2
8253,Bulgaria,1844,37.7
8254,Burkina Faso,1844,29.2
8255,Burundi,1844,31.5
8256,Cambodia,1844,35.0
8257,Cameroon,1844,28.8
8258,Canada,1844,40.5
8259,Cape Verde,1844,33.8
8260,Central African Republic,1844,30.0
8261,Chad,1844,30.9
8262,Chile,1844,32.0
8263,China,1844,32.0
8264,Colombia,1844,32.0
8265,Comoros,1844,32.1
8266,"Congo, Dem. Rep.",1844,31.6
8267,"Congo, Rep.",1844,32.7
8268,Costa Rica,1844,30.2
8269,Cote d'Ivoire,1844,31.2
8270,Croatia,1844,36.1
8271,Cuba,1844,36.0
8272,Cyprus,1844,38.5
8273,Czech Republic,1844,35.0
8274,Denmark,1844,44.0
8275,Djibouti,1844,29.9
8276,Dominica,1844,
8277,Dominican Republic,1844,29.9
8278,Ecuador,1844,32.9
8279,Egypt,1844,33.0
8280,El Salvador,1844,28.7
8281,Equatorial Guinea,1844,29.8
8282,Eritrea,1844,30.2
8283,Estonia,1844,35.5
8284,Ethiopia,1844,29.7
8285,Fiji,1844,26.1
8286,Finland,1844,42.2
8287,France,1844,42.3
8288,Gabon,1844,30.6
8289,Gambia,1844,28.8
8290,Georgia,1844,31.9
8291,Germany,1844,38.4
8292,Ghana,1844,28.0
8293,Greece,1844,36.6
8294,Grenada,1844,37.3
8295,Guatemala,1844,25.8
8296,Guinea,1844,30.0
8297,Guinea-Bissau,1844,32.0
8298,Guyana,1844,31.1
8299,Haiti,1844,29.0
8300,Honduras,1844,33.9
8301,Hungary,1844,36.0
8302,Iceland,1844,42.9
8303,India,1844,25.4
8304,Indonesia,1844,30.0
8305,Iran,1844,25.6
8306,Iraq,1844,31.2
8307,Ireland,1844,38.3
8308,Israel,1844,32.0
8309,Italy,1844,29.7
8310,Jamaica,1844,34.2
8311,Japan,1844,36.4
8312,Jordan,1844,31.7
8313,Kazakhstan,1844,26.2
8314,Kenya,1844,25.5
8315,Kiribati,1844,24.9
8316,Kuwait,1844,26.0
8317,Kyrgyz Republic,1844,23.9
8318,Lao,1844,31.9
8319,Latvia,1844,33.0
8320,Lebanon,1844,29.7
8321,Lesotho,1844,32.8
8322,Liberia,1844,31.1
8323,Libya,1844,33.1
8324,Lithuania,1844,28.9
8325,Luxembourg,1844,36.9
8326,"Macedonia, FYR",1844,36.1
8327,Madagascar,1844,30.5
8328,Malawi,1844,30.3
8329,Malaysia,1844,30.6
8330,Maldives,1844,32.6
8331,Mali,1844,26.4
8332,Malta,1844,28.7
8333,Marshall Islands,1844,
8334,Mauritania,1844,32.0
8335,Mauritius,1844,15.0
8336,Mexico,1844,26.9
8337,"Micronesia, Fed. Sts.",1844,26.7
8338,Moldova,1844,33.1
8339,Mongolia,1844,31.8
8340,Montenegro,1844,35.4
8341,Morocco,1844,33.1
8342,Mozambique,1844,30.3
8343,Myanmar,1844,30.8
8344,Namibia,1844,32.4
8345,Nepal,1844,32.8
8346,Netherlands,1844,39.9
8347,New Zealand,1844,34.0
8348,Nicaragua,1844,25.4
8349,Niger,1844,30.8
8350,Nigeria,1844,30.4
8351,North Korea,1844,26.0
8352,Norway,1844,49.7
8353,Oman,1844,32.3
8354,Pakistan,1844,25.8
8355,Palestine,1844,32.1
8356,Panama,1844,32.9
8357,Papua New Guinea,1844,31.5
8358,Paraguay,1844,35.5
8359,Peru,1844,35.7
8360,Philippines,1844,30.9
8361,Poland,1844,35.9
8362,Portugal,1844,35.6
8363,Qatar,1844,30.8
8364,Romania,1844,35.7
8365,Russia,1844,29.6
8366,Rwanda,1844,31.8
8367,Samoa,1844,25.4
8368,Sao Tome and Principe,1844,31.0
8369,Saudi Arabia,1844,32.1
8370,Senegal,1844,25.2
8371,Serbia,1844,35.5
8372,Seychelles,1844,37.0
8373,Sierra Leone,1844,25.1
8374,Singapore,1844,34.0
8375,Slovak Republic,1844,36.4
8376,Slovenia,1844,36.6
8377,Solomon Islands,1844,25.1
8378,Somalia,1844,29.4
8379,South Africa,1844,33.5
8380,South Korea,1844,25.8
8381,South Sudan,1844,26.7
8382,Spain,1844,29.5
8383,Sri Lanka,1844,32.6
8384,St. Lucia,1844,28.0
8385,St. Vincent and the Grenadines,1844,26.0
8386,Sudan,1844,31.4
8387,Suriname,1844,32.9
8388,Swaziland,1844,32.3
8389,Sweden,1844,44.0
8390,Switzerland,1844,38.0
8391,Syria,1844,31.1
8392,Tajikistan,1844,24.2
8393,Tanzania,1844,32.2
8394,Thailand,1844,30.4
8395,Timor-Leste,1844,28.9
8396,Togo,1844,31.3
8397,Tonga,1844,28.2
8398,Trinidad and Tobago,1844,38.8
8399,Tunisia,1844,28.8
8400,Turkey,1844,35.0
8401,Turkmenistan,1844,24.0
8402,Uganda,1844,25.3
8403,Ukraine,1844,36.6
8404,United Arab Emirates,1844,30.7
8405,United Kingdom,1844,41.5
8406,United States,1844,39.4
8407,Uruguay,1844,32.9
8408,Uzbekistan,1844,26.9
8409,Vanuatu,1844,24.3
8410,Venezuela,1844,32.2
8411,Vietnam,1844,32.0
8412,Yemen,1844,23.4
8413,Zambia,1844,32.6
8414,Zimbabwe,1844,33.7
8415,Afghanistan,1845,27.8
8416,Albania,1845,35.4
8417,Algeria,1845,28.8
8418,Andorra,1845,
8419,Angola,1845,27.0
8420,Antigua and Barbuda,1845,33.5
8421,Argentina,1845,33.2
8422,Armenia,1845,34.0
8423,Australia,1845,34.0
8424,Austria,1845,34.4
8425,Azerbaijan,1845,29.2
8426,Bahamas,1845,35.2
8427,Bahrain,1845,30.3
8428,Bangladesh,1845,25.5
8429,Barbados,1845,32.1
8430,Belarus,1845,36.2
8431,Belgium,1845,41.0
8432,Belize,1845,26.5
8433,Benin,1845,31.0
8434,Bhutan,1845,28.8
8435,Bolivia,1845,33.0
8436,Bosnia and Herzegovina,1845,35.1
8437,Botswana,1845,33.6
8438,Brazil,1845,32.0
8439,Brunei,1845,29.2
8440,Bulgaria,1845,37.8
8441,Burkina Faso,1845,29.2
8442,Burundi,1845,31.5
8443,Cambodia,1845,35.0
8444,Cameroon,1845,28.8
8445,Canada,1845,40.6
8446,Cape Verde,1845,33.8
8447,Central African Republic,1845,30.0
8448,Chad,1845,30.9
8449,Chile,1845,32.0
8450,China,1845,32.0
8451,Colombia,1845,32.0
8452,Comoros,1845,32.1
8453,"Congo, Dem. Rep.",1845,31.6
8454,"Congo, Rep.",1845,32.7
8455,Costa Rica,1845,30.2
8456,Cote d'Ivoire,1845,31.2
8457,Croatia,1845,36.1
8458,Cuba,1845,36.0
8459,Cyprus,1845,38.5
8460,Czech Republic,1845,35.0
8461,Denmark,1845,43.4
8462,Djibouti,1845,29.9
8463,Dominica,1845,
8464,Dominican Republic,1845,29.9
8465,Ecuador,1845,32.9
8466,Egypt,1845,33.0
8467,El Salvador,1845,28.7
8468,Equatorial Guinea,1845,29.8
8469,Eritrea,1845,30.2
8470,Estonia,1845,35.2
8471,Ethiopia,1845,29.7
8472,Fiji,1845,26.1
8473,Finland,1845,40.9
8474,France,1845,43.6
8475,Gabon,1845,30.6
8476,Gambia,1845,28.8
8477,Georgia,1845,31.9
8478,Germany,1845,38.4
8479,Ghana,1845,28.0
8480,Greece,1845,36.6
8481,Grenada,1845,37.3
8482,Guatemala,1845,25.8
8483,Guinea,1845,30.0
8484,Guinea-Bissau,1845,32.0
8485,Guyana,1845,31.1
8486,Haiti,1845,29.0
